deposit_date,eft_trace,amount,description
2025-11-15,EFT20251115022,239.13,PAYER EFT
2025-11-15,EFT20251115023,33.65,PAYER EFT
2025-11-15,EFT20251115026,40.79,PAYER EFT
2025-11-15,EFT20251115028,56.42,PAYER EFT
2025-11-15,EFT20251115030,34.9,PAYER EFT
2025-11-15,EFT20251115031,148.88,PAYER EFT
2025-11-15,EFT20251115037,39.7,PAYER EFT
2025-11-15,EFT20251115039,122.93,PAYER EFT
2025-11-16,EFT20251116001,42.45,PAYER EFT
2025-11-16,EFT20251116005,76.91,PAYER EFT
2025-11-16,EFT20251116011,416.09,PAYER EFT
2025-11-16,EFT20251116017,68.32,PAYER EFT
2025-11-16,EFT20251116020,66.8,PAYER EFT
2025-11-16,EFT20251116021,977.55,PAYER EFT
2025-11-16,EFT20251116022,56.16,PAYER EFT
2025-11-16,EFT20251116024,402.24,PAYER EFT
2025-11-16,EFT20251116026,42.06,PAYER EFT
2025-11-16,EFT20251116028,100.16,PAYER EFT
2025-11-16,EFT20251116031,213.77,PAYER EFT
2025-11-16,EFT20251116034,84.11,PAYER EFT
2025-11-16,EFT20251116036,534.42,PAYER EFT
2025-11-16,EFT20251116038,72.68,PAYER EFT
2025-11-16,EFT20251116039,111.73,PAYER EFT
2025-11-17,EFT20251117004,219.49,PAYER EFT
2025-11-17,EFT20251117006,81.99,PAYER EFT
2025-11-17,EFT20251117022,59.36,PAYER EFT
2025-11-17,EFT20251117031,145.06,PAYER EFT
2025-11-17,EFT20251117035,133.61,PAYER EFT
2025-11-17,EFT20251117037,38.51,PAYER EFT
2025-11-17,EFT20251117039,453.61,PAYER EFT
2025-11-18,EFT20251118009,145.06,PAYER EFT
2025-11-18,EFT20251118011,133.61,PAYER EFT
2025-11-18,EFT20251118012,496.25,PAYER EFT
2025-11-18,EFT20251118014,352.62,PAYER EFT
2025-11-18,EFT20251118023,352.62,PAYER EFT
2025-11-18,EFT20251118030,501.2,PAYER EFT
2025-11-18,EFT20251118031,245.54,PAYER EFT
2025-11-18,EFT20251118036,113.23,PAYER EFT
2025-11-18,EFT20251118037,341.02,PAYER EFT
2025-11-19,EFT20251119004,43.93,PAYER EFT
2025-11-19,EFT20251119006,327.53,PAYER EFT
2025-11-19,EFT20251119010,67.29,PAYER EFT
2025-11-19,EFT20251119013,226.43,PAYER EFT
2025-11-19,EFT20251119014,40.79,PAYER EFT
2025-11-19,EFT20251119017,109.83,PAYER EFT
2025-11-19,EFT20251119022,62.34,PAYER EFT
2025-11-19,EFT20251119023,98.34,PAYER EFT
2025-11-19,EFT20251119033,298.91,PAYER EFT
2025-11-19,EFT20251119036,216.82,PAYER EFT
2025-11-19,EFT20251119039,151.4,PAYER EFT
2025-11-20,EFT20251120004,42.06,PAYER EFT
2025-11-20,EFT20251120005,42.06,PAYER EFT
2025-11-20,EFT20251120009,67.29,PAYER EFT
2025-11-20,EFT20251120010,42.06,PAYER EFT
2025-11-20,EFT20251120011,111.03,PAYER EFT
2025-11-20,EFT20251120013,41.72,PAYER EFT
2025-11-20,EFT20251120014,498.51,PAYER EFT
2025-11-20,EFT20251120020,205.71,PAYER EFT
2025-11-20,EFT20251120021,33.65,PAYER EFT
2025-11-20,EFT20251120023,174.53,PAYER EFT
2025-11-20,EFT20251120027,27.33,PAYER EFT
2025-11-20,EFT20251120029,59.78,PAYER EFT
2025-11-20,EFT20251120031,555.13,PAYER EFT
2025-11-20,EFT20251120032,84.11,PAYER EFT
2025-11-20,EFT20251120037,88.9,PAYER EFT
2025-11-20,EFT20251120039,111.03,PAYER EFT
2025-11-21,EFT20251121000,122.74,PAYER EFT
2025-11-21,EFT20251121002,67.18,PAYER EFT
2025-11-21,EFT20251121003,53.06,PAYER EFT
2025-11-21,EFT20251121004,69.4,PAYER EFT
2025-11-21,EFT20251121005,35.33,PAYER EFT
2025-11-21,EFT20251121007,342.04,PAYER EFT
2025-11-21,EFT20251121015,20.08,PAYER EFT
2025-11-21,EFT20251121024,84.11,PAYER EFT
2025-11-21,EFT20251121030,470.69,PAYER EFT
2025-11-21,EFT20251121032,81.99,PAYER EFT
2025-11-21,EFT20251121038,67.29,PAYER EFT
2025-11-22,EFT20251122000,144.41,PAYER EFT
2025-11-22,EFT20251122006,45.81,PAYER EFT
2025-11-22,EFT20251122015,40.79,PAYER EFT
2025-11-22,EFT20251122018,485.25,PAYER EFT
2025-11-22,EFT20251122028,20.7,PAYER EFT
2025-11-22,EFT20251122029,149.46,PAYER EFT
2025-11-22,EFT20251122034,232.92,PAYER EFT
2025-11-22,EFT20251122036,98.34,PAYER EFT
2025-11-23,EFT20251123000,34.16,PAYER EFT
2025-11-23,EFT20251123002,28.08,PAYER EFT
2025-11-23,EFT20251123003,144.1,PAYER EFT
2025-11-23,EFT20251123004,444.37,PAYER EFT
2025-11-23,EFT20251123006,128.69,PAYER EFT
2025-11-23,EFT20251123008,84.11,PAYER EFT
2025-11-23,EFT20251123009,22.64,PAYER EFT
2025-11-23,EFT20251123012,59.36,PAYER EFT
2025-11-23,EFT20251123021,549.95,PAYER EFT
2025-11-23,EFT20251123022,79.4,PAYER EFT
2025-11-23,EFT20251123027,549.95,PAYER EFT
2025-11-23,EFT20251123028,113.28,PAYER EFT
2025-11-23,EFT20251123032,82.84,PAYER EFT
2025-11-23,EFT20251123036,23.94,PAYER EFT
2025-11-23,EFT20251123037,375.29,PAYER EFT
2025-11-24,EFT20251124009,27.88,PAYER EFT
2025-11-24,EFT20251124014,99.25,PAYER EFT
2025-11-24,EFT20251124015,326.34,PAYER EFT
2025-11-24,EFT20251124016,84.11,PAYER EFT
2025-11-24,EFT20251124019,38.51,PAYER EFT
2025-11-24,EFT20251124023,108.89,PAYER EFT
2025-11-24,EFT20251124029,12.84,PAYER EFT
2025-11-24,EFT20251124032,178.16,PAYER EFT
2025-11-25,EFT20251125000,99.25,PAYER EFT
2025-11-25,EFT20251125002,81.59,PAYER EFT
2025-11-25,EFT20251125007,496.25,PAYER EFT
2025-11-25,EFT20251125014,130.28,PAYER EFT
2025-11-25,EFT20251125019,352.62,PAYER EFT
2025-11-25,EFT20251125020,62.11,PAYER EFT
2025-11-25,EFT20251125022,195.3,PAYER EFT
2025-11-25,EFT20251125023,30.54,PAYER EFT
2025-11-25,EFT20251125026,16.05,PAYER EFT
2025-11-25,EFT20251125031,817.55,PAYER EFT
2025-11-25,EFT20251125033,109.01,PAYER EFT
2025-11-25,EFT20251125034,85.4,PAYER EFT
2025-11-25,EFT20251125036,73.11,PAYER EFT
2025-11-25,EFT20251125038,25.1,PAYER EFT
2025-11-26,EFT20251126000,26.07,PAYER EFT
2025-11-26,EFT20251126003,241.52,PAYER EFT
2025-11-26,EFT20251126013,14.04,PAYER EFT
2025-11-26,EFT20251126020,68.32,PAYER EFT
2025-11-26,EFT20251126021,465.45,PAYER EFT
2025-11-26,EFT20251126024,109.75,PAYER EFT
2025-11-26,EFT20251126027,174.9,PAYER EFT
2025-11-26,EFT20251126030,76.22,PAYER EFT
2025-11-26,EFT20251126035,60.98,PAYER EFT
2025-11-27,EFT20251127003,640.53,PAYER EFT
2025-11-27,EFT20251127004,282.1,PAYER EFT
2025-11-27,EFT20251127006,133.74,PAYER EFT
2025-11-27,EFT20251127007,37.78,PAYER EFT
2025-11-27,EFT20251127013,111.03,PAYER EFT
2025-11-27,EFT20251127014,274.85,PAYER EFT
2025-11-27,EFT20251127017,89.26,PAYER EFT
2025-11-27,EFT20251127018,148.81,PAYER EFT
2025-11-27,EFT20251127020,465.45,PAYER EFT
2025-11-27,EFT20251127022,105.07,PAYER EFT
2025-11-27,EFT20251127028,88.82,PAYER EFT
2025-11-27,EFT20251127039,55.51,PAYER EFT
2025-11-28,EFT20251128002,41.72,PAYER EFT
2025-11-28,EFT20251128003,33.65,PAYER EFT
2025-11-28,EFT20251128004,41.72,PAYER EFT
2025-11-28,EFT20251128009,20.08,PAYER EFT
2025-11-28,EFT20251128012,496.25,PAYER EFT
2025-11-28,EFT20251128014,218.62,PAYER EFT
2025-11-28,EFT20251128015,171.97,PAYER EFT
2025-11-28,EFT20251128021,67.29,PAYER EFT
2025-11-28,EFT20251128023,49.69,PAYER EFT
2025-11-28,EFT20251128025,62.11,PAYER EFT
2025-11-28,EFT20251128032,16.05,PAYER EFT
2025-11-28,EFT20251128033,98.39,PAYER EFT
2025-11-28,EFT20251128034,47.21,PAYER EFT
2025-11-28,EFT20251128035,71.17,PAYER EFT
2025-11-29,EFT20251129000,32.63,PAYER EFT
2025-11-29,EFT20251129003,56.16,PAYER EFT
2025-11-29,EFT20251129010,67.29,PAYER EFT
2025-11-29,EFT20251129017,201.86,PAYER EFT
2025-11-29,EFT20251129019,62.76,PAYER EFT
2025-11-29,EFT20251129024,49.69,PAYER EFT
2025-11-29,EFT20251129035,27.88,PAYER EFT
2025-11-30,EFT20251130003,84.11,PAYER EFT
2025-11-30,EFT20251130004,439.96,PAYER EFT
2025-11-30,EFT20251130006,61.08,PAYER EFT
2025-11-30,EFT20251130009,25.1,PAYER EFT
2025-11-30,EFT20251130011,28.08,PAYER EFT
2025-11-30,EFT20251130013,35.98,PAYER EFT
2025-11-30,EFT20251130015,106.89,PAYER EFT
2025-11-30,EFT20251130017,65.27,PAYER EFT
2025-11-30,EFT20251130018,62.11,PAYER EFT
2025-11-30,EFT20251130020,158.91,PAYER EFT
2025-11-30,EFT20251130021,30.54,PAYER EFT
2025-11-30,EFT20251130024,119.57,PAYER EFT
2025-11-30,EFT20251130025,282.42,PAYER EFT
2025-11-30,EFT20251130026,62.11,PAYER EFT
2025-11-30,EFT20251130028,76.35,PAYER EFT
2025-11-30,EFT20251130030,88.82,PAYER EFT
2025-11-30,EFT20251130033,23.42,PAYER EFT
2025-11-30,EFT20251130036,111.03,PAYER EFT
2025-11-30,EFT20251130039,60.98,PAYER EFT
2025-12-01,EFT20251201000,62.76,PAYER EFT
2025-12-01,EFT20251201003,47.49,PAYER EFT
2025-12-01,EFT20251201005,512.42,PAYER EFT
2025-12-01,EFT20251201007,245.54,PAYER EFT
2025-12-01,EFT20251201008,85.4,PAYER EFT
2025-12-01,EFT20251201010,96.52,PAYER EFT
2025-12-01,EFT20251201011,148.81,PAYER EFT
2025-12-01,EFT20251201014,47.23,PAYER EFT
2025-12-01,EFT20251201015,113.23,PAYER EFT
2025-12-01,EFT20251201016,420.55,PAYER EFT
2025-12-01,EFT20251201023,52.15,PAYER EFT
2025-12-01,EFT20251201035,67.29,PAYER EFT
2025-12-02,EFT20251202000,67.29,PAYER EFT
2025-12-02,EFT20251202001,34.9,PAYER EFT
2025-12-02,EFT20251202003,298.91,PAYER EFT
2025-12-02,EFT20251202006,307.46,PAYER EFT
2025-12-02,EFT20251202008,93.94,PAYER EFT
2025-12-02,EFT20251202010,42.06,PAYER EFT
2025-12-02,EFT20251202011,26.07,PAYER EFT
2025-12-02,EFT20251202013,40.11,PAYER EFT
2025-12-02,EFT20251202017,420.55,PAYER EFT
2025-12-02,EFT20251202019,83.98,PAYER EFT
2025-12-02,EFT20251202022,44.16,PAYER EFT
2025-12-02,EFT20251202023,296.2,PAYER EFT
2025-12-02,EFT20251202029,133.61,PAYER EFT
2025-12-02,EFT20251202032,113.23,PAYER EFT
2025-12-02,EFT20251202033,24.43,PAYER EFT
2025-12-02,EFT20251202034,55.51,PAYER EFT
2025-12-02,EFT20251202037,79.4,PAYER EFT
2025-12-02,EFT20251202038,74.73,PAYER EFT
2025-12-02,EFT20251202039,64.7,PAYER EFT
2025-12-03,EFT20251203000,85.02,PAYER EFT
2025-12-03,EFT20251203003,17.58,PAYER EFT
2025-12-03,EFT20251203010,122.93,PAYER EFT
2025-12-03,EFT20251203013,135.2,PAYER EFT
2025-12-03,EFT20251203014,49.62,PAYER EFT
2025-12-03,EFT20251203018,268,PAYER EFT
2025-12-03,EFT20251203019,352.62,PAYER EFT
2025-12-03,EFT20251203026,45.81,PAYER EFT
2025-12-03,EFT20251203034,366.85,PAYER EFT
2025-12-03,EFT20251203035,113.23,PAYER EFT
2025-12-04,EFT20251204001,25.1,PAYER EFT
2025-12-04,EFT20251204006,267.21,PAYER EFT
2025-12-04,EFT20251204007,296.2,PAYER EFT
2025-12-04,EFT20251204014,47.23,PAYER EFT
2025-12-04,EFT20251204015,29.28,PAYER EFT
2025-12-04,EFT20251204016,23.22,PAYER EFT
2025-12-04,EFT20251204020,162.27,PAYER EFT
2025-12-04,EFT20251204025,111.03,PAYER EFT
2025-12-04,EFT20251204027,49.69,PAYER EFT
2025-12-04,EFT20251204035,27.88,PAYER EFT
2025-12-05,EFT20251205004,90.58,PAYER EFT
2025-12-05,EFT20251205009,17.58,PAYER EFT
2025-12-05,EFT20251205015,20.86,PAYER EFT
2025-12-05,EFT20251205023,43.93,PAYER EFT
2025-12-05,EFT20251205028,88.82,PAYER EFT
2025-12-05,EFT20251205031,151.91,PAYER EFT
2025-12-05,EFT20251205036,282.1,PAYER EFT
2025-12-06,EFT20251206000,122.93,PAYER EFT
2025-12-06,EFT20251206001,180.51,PAYER EFT
2025-12-06,EFT20251206006,84.11,PAYER EFT
2025-12-06,EFT20251206009,79.4,PAYER EFT
2025-12-06,EFT20251206012,232.76,PAYER EFT
2025-12-06,EFT20251206015,56.94,PAYER EFT
2025-12-06,EFT20251206016,65.27,PAYER EFT
2025-12-06,EFT20251206020,173.14,PAYER EFT
2025-12-06,EFT20251206025,368.95,PAYER EFT
2025-12-06,EFT20251206026,100.29,PAYER EFT
2025-12-06,EFT20251206027,25.88,PAYER EFT
2025-12-07,EFT20251207000,47.83,PAYER EFT
2025-12-07,EFT20251207001,237.77,PAYER EFT
2025-12-07,EFT20251207003,186.01,PAYER EFT
2025-12-07,EFT20251207004,49.69,PAYER EFT
2025-12-07,EFT20251207005,95.39,PAYER EFT
2025-12-07,EFT20251207009,84.11,PAYER EFT
2025-12-07,EFT20251207016,43.62,PAYER EFT
2025-12-07,EFT20251207023,65.27,PAYER EFT
2025-12-07,EFT20251207026,44.41,PAYER EFT
2025-12-07,EFT20251207031,52.15,PAYER EFT
2025-12-07,EFT20251207033,149.46,PAYER EFT
2025-12-07,EFT20251207036,196.43,PAYER EFT
2025-12-07,EFT20251207038,555.13,PAYER EFT
2025-12-07,EFT20251207039,555.13,PAYER EFT
2025-12-08,EFT20251208000,33.65,PAYER EFT
2025-12-08,EFT20251208005,111.03,PAYER EFT
2025-12-08,EFT20251208007,62.11,PAYER EFT
2025-12-08,EFT20251208008,110.96,PAYER EFT
2025-12-08,EFT20251208013,342.04,PAYER EFT
2025-12-08,EFT20251208018,48.2,PAYER EFT
2025-12-08,EFT20251208020,44.97,PAYER EFT
2025-12-08,EFT20251208021,501.43,PAYER EFT
2025-12-08,EFT20251208025,496.25,PAYER EFT
2025-12-08,EFT20251208027,67.29,PAYER EFT
2025-12-08,EFT20251208031,38.26,PAYER EFT
2025-12-08,EFT20251208037,233.84,PAYER EFT
2025-12-08,EFT20251208038,125.13,PAYER EFT
2025-12-08,EFT20251208039,34.2,PAYER EFT
2025-12-09,EFT20251209002,81.59,PAYER EFT
2025-12-09,EFT20251209009,50.21,PAYER EFT
2025-12-09,EFT20251209010,21.97,PAYER EFT
2025-12-09,EFT20251209011,111.03,PAYER EFT
2025-12-09,EFT20251209012,49.69,PAYER EFT
2025-12-09,EFT20251209019,122.93,PAYER EFT
2025-12-09,EFT20251209020,308.48,PAYER EFT
2025-12-09,EFT20251209021,42.06,PAYER EFT
2025-12-09,EFT20251209022,47.23,PAYER EFT
2025-12-09,EFT20251209024,144.67,PAYER EFT
2025-12-09,EFT20251209027,180.43,PAYER EFT
2025-12-09,EFT20251209035,535.85,PAYER EFT
2025-12-09,EFT20251209037,51.76,PAYER EFT
2025-12-09,EFT20251209039,44.58,PAYER EFT
2025-12-10,EFT20251210005,180.43,PAYER EFT
2025-12-10,EFT20251210006,68.32,PAYER EFT
2025-12-10,EFT20251210011,73.71,PAYER EFT
2025-12-10,EFT20251210012,21.97,PAYER EFT
2025-12-10,EFT20251210015,56.61,PAYER EFT
2025-12-10,EFT20251210016,45.29,PAYER EFT
2025-12-10,EFT20251210022,113.23,PAYER EFT
2025-12-10,EFT20251210023,90.58,PAYER EFT
2025-12-10,EFT20251210026,84.11,PAYER EFT
2025-12-10,EFT20251210033,159.67,PAYER EFT
2025-12-11,EFT20251211001,44.41,PAYER EFT
2025-12-11,EFT20251211005,342.04,PAYER EFT
2025-12-11,EFT20251211006,188.15,PAYER EFT
2025-12-11,EFT20251211009,39.7,PAYER EFT
2025-12-11,EFT20251211012,29.28,PAYER EFT
2025-12-11,EFT20251211013,42.06,PAYER EFT
2025-12-11,EFT20251211017,555.13,PAYER EFT
2025-12-11,EFT20251211020,42.06,PAYER EFT
2025-12-11,EFT20251211028,59.36,PAYER EFT
2025-12-11,EFT20251211029,68.32,PAYER EFT
2025-12-11,EFT20251211035,449.36,PAYER EFT
2025-12-11,EFT20251211036,67.29,PAYER EFT
2025-12-11,EFT20251211039,106.89,PAYER EFT
2025-12-12,EFT20251212000,62.76,PAYER EFT
2025-12-12,EFT20251212001,117.43,PAYER EFT
2025-12-12,EFT20251212003,465.45,PAYER EFT
2025-12-12,EFT20251212006,20.7,PAYER EFT
2025-12-12,EFT20251212008,512.42,PAYER EFT
2025-12-12,EFT20251212009,32.63,PAYER EFT
2025-12-12,EFT20251212014,35.98,PAYER EFT
2025-12-12,EFT20251212015,29.89,PAYER EFT
2025-12-12,EFT20251212016,65.27,PAYER EFT
2025-12-12,EFT20251212019,47.23,PAYER EFT
2025-12-12,EFT20251212020,549.95,PAYER EFT
2025-12-12,EFT20251212025,47.23,PAYER EFT
2025-12-12,EFT20251212028,416.09,PAYER EFT
2025-12-12,EFT20251212035,209.08,PAYER EFT
2025-12-12,EFT20251212036,156.25,PAYER EFT
2025-12-13,EFT20251213001,20.7,PAYER EFT
2025-12-13,EFT20251213002,53.06,PAYER EFT
2025-12-13,EFT20251213005,71.96,PAYER EFT
2025-12-13,EFT20251213010,65.27,PAYER EFT
2025-12-13,EFT20251213012,47.49,PAYER EFT
2025-12-13,EFT20251213018,168.22,PAYER EFT
2025-12-13,EFT20251213019,27.88,PAYER EFT
2025-12-13,EFT20251213021,49.62,PAYER EFT
2025-12-13,EFT20251213022,84.11,PAYER EFT
2025-12-13,EFT20251213024,85.4,PAYER EFT
2025-12-13,EFT20251213025,186.01,PAYER EFT
2025-12-13,EFT20251213027,178.17,PAYER EFT
2025-12-13,EFT20251213031,47.23,PAYER EFT
2025-12-13,EFT20251213035,62.11,PAYER EFT
2025-12-13,EFT20251213037,407.93,PAYER EFT
2025-12-13,EFT20251213038,485.25,PAYER EFT
2025-12-14,EFT20251214000,555.13,PAYER EFT
2025-12-14,EFT20251214003,60.98,PAYER EFT
2025-12-14,EFT20251214008,42.06,PAYER EFT
2025-12-14,EFT20251214013,44.13,PAYER EFT
2025-12-14,EFT20251214016,158.64,PAYER EFT
2025-12-14,EFT20251214018,23.94,PAYER EFT
2025-12-14,EFT20251214022,350.99,PAYER EFT
2025-12-14,EFT20251214029,95.39,PAYER EFT
2025-12-14,EFT20251214031,34.9,PAYER EFT
2025-12-14,EFT20251214035,20.7,PAYER EFT
2025-12-15,EFT20251215007,40.79,PAYER EFT
2025-12-15,EFT20251215008,38.51,PAYER EFT
2025-12-15,EFT20251215009,24.43,PAYER EFT
2025-12-15,EFT20251215010,27.33,PAYER EFT
2025-12-15,EFT20251215012,27.33,PAYER EFT
2025-12-15,EFT20251215013,356.57,PAYER EFT
2025-12-15,EFT20251215015,73.29,PAYER EFT
2025-12-15,EFT20251215022,85.4,PAYER EFT
2025-12-15,EFT20251215029,22.64,PAYER EFT
2025-12-15,EFT20251215034,81.99,PAYER EFT
2025-12-16,EFT20251216006,62.11,PAYER EFT
2025-12-16,EFT20251216008,48.2,PAYER EFT
2025-12-16,EFT20251216010,541.22,PAYER EFT
2025-12-16,EFT20251216022,29.28,PAYER EFT
2025-12-16,EFT20251216025,336.44,PAYER EFT
2025-12-16,EFT20251216026,143.64,PAYER EFT
2025-12-16,EFT20251216028,148.81,PAYER EFT
2025-12-16,EFT20251216030,197.11,PAYER EFT
2025-12-16,EFT20251216037,49.69,PAYER EFT
2025-12-17,EFT20251217006,47.49,PAYER EFT
2025-12-17,EFT20251217014,106.89,PAYER EFT
2025-12-17,EFT20251217022,378.31,PAYER EFT
2025-12-17,EFT20251217023,68.32,PAYER EFT
2025-12-17,EFT20251217028,25.28,PAYER EFT
2025-12-17,EFT20251217031,345.69,PAYER EFT
2025-12-17,EFT20251217034,175.4,PAYER EFT
2025-12-18,EFT20251218004,113.23,PAYER EFT
2025-12-18,EFT20251218008,14.84,PAYER EFT
2025-12-18,EFT20251218014,27.33,PAYER EFT
2025-12-18,EFT20251218018,113.23,PAYER EFT
2025-12-18,EFT20251218020,39.7,PAYER EFT
2025-12-18,EFT20251218025,340.19,PAYER EFT
2025-12-18,EFT20251218030,62.11,PAYER EFT
2025-12-18,EFT20251218031,90.58,PAYER EFT
2025-12-19,EFT20251219001,356.03,PAYER EFT
2025-12-19,EFT20251219002,84.11,PAYER EFT
2025-12-19,EFT20251219007,225.94,PAYER EFT
2025-12-19,EFT20251219013,22.6,PAYER EFT
2025-12-19,EFT20251219019,33.65,PAYER EFT
2025-12-19,EFT20251219027,55.73,PAYER EFT
2025-12-19,EFT20251219029,44.97,PAYER EFT
2025-12-19,EFT20251219035,496.25,PAYER EFT
2025-12-19,EFT20251219036,64.7,PAYER EFT
2025-12-20,EFT20251220005,95.39,PAYER EFT
2025-12-20,EFT20251220013,113.23,PAYER EFT
2025-12-20,EFT20251220014,408.71,PAYER EFT
2025-12-20,EFT20251220017,291.15,PAYER EFT
2025-12-20,EFT20251220023,47.83,PAYER EFT
2025-12-20,EFT20251220025,67.29,PAYER EFT
2025-12-20,EFT20251220027,34.2,PAYER EFT
2025-12-20,EFT20251220030,23.22,PAYER EFT
2025-12-20,EFT20251220032,51.76,PAYER EFT
2025-12-20,EFT20251220035,291.15,PAYER EFT
2025-12-20,EFT20251220037,40.11,PAYER EFT
2025-12-20,EFT20251220038,33.65,PAYER EFT
2025-12-21,EFT20251221000,186.01,PAYER EFT
2025-12-21,EFT20251221001,307.46,PAYER EFT
2025-12-21,EFT20251221004,27.88,PAYER EFT
2025-12-21,EFT20251221010,598.15,PAYER EFT
2025-12-21,EFT20251221024,18.11,PAYER EFT
2025-12-21,EFT20251221030,387.01,PAYER EFT
2025-12-21,EFT20251221038,18.11,PAYER EFT
2025-12-21,EFT20251221039,47.83,PAYER EFT
2025-12-22,EFT20251222005,44.97,PAYER EFT
2025-12-22,EFT20251222007,84.11,PAYER EFT
2025-12-22,EFT20251222008,22.3,PAYER EFT
2025-12-22,EFT20251222010,22.6,PAYER EFT
2025-12-22,EFT20251222011,267.21,PAYER EFT
2025-12-22,EFT20251222012,145.06,PAYER EFT
2025-12-22,EFT20251222014,18.58,PAYER EFT
2025-12-22,EFT20251222017,88.82,PAYER EFT
2025-12-22,EFT20251222020,60.25,PAYER EFT
2025-12-22,EFT20251222029,149.46,PAYER EFT
2025-12-22,EFT20251222030,376.55,PAYER EFT
2025-12-22,EFT20251222038,119.24,PAYER EFT
2025-12-23,EFT20251223009,384.32,PAYER EFT
2025-12-23,EFT20251223010,71.17,PAYER EFT
2025-12-23,EFT20251223015,44.97,PAYER EFT
2025-12-23,EFT20251223016,62.76,PAYER EFT
2025-12-23,EFT20251223017,42.45,PAYER EFT
2025-12-23,EFT20251223019,23.22,PAYER EFT
2025-12-23,EFT20251223020,87.86,PAYER EFT
2025-12-23,EFT20251223023,140.4,PAYER EFT
2025-12-23,EFT20251223025,49.62,PAYER EFT
2025-12-23,EFT20251223031,81.99,PAYER EFT
2025-12-23,EFT20251223032,65.27,PAYER EFT
2025-12-24,EFT20251224000,43.62,PAYER EFT
2025-12-24,EFT20251224001,144.34,PAYER EFT
2025-12-24,EFT20251224007,352.62,PAYER EFT
2025-12-24,EFT20251224012,32.09,PAYER EFT
2025-12-24,EFT20251224013,59.36,PAYER EFT
2025-12-24,EFT20251224016,141.09,PAYER EFT
2025-12-24,EFT20251224022,343.56,PAYER EFT
2025-12-24,EFT20251224024,342.04,PAYER EFT
2025-12-24,EFT20251224025,62.11,PAYER EFT
2025-12-24,EFT20251224029,842.85,PAYER EFT
2025-12-24,EFT20251224032,555.13,PAYER EFT
2025-12-24,EFT20251224033,555.13,PAYER EFT
2025-12-24,EFT20251224035,20.7,PAYER EFT
2025-12-24,EFT20251224036,87.88,PAYER EFT
2025-12-24,EFT20251224038,98.34,PAYER EFT
2025-12-25,EFT20251225008,514.36,PAYER EFT
2025-12-25,EFT20251225014,149.46,PAYER EFT
2025-12-25,EFT20251225020,113.23,PAYER EFT
2025-12-25,EFT20251225022,18.11,PAYER EFT
2025-12-25,EFT20251225025,67.29,PAYER EFT
2025-12-25,EFT20251225029,148.81,PAYER EFT
2025-12-25,EFT20251225035,205.1,PAYER EFT
2025-12-25,EFT20251225036,22.64,PAYER EFT
2025-12-25,EFT20251225037,55.51,PAYER EFT
2025-12-25,EFT20251225038,52.15,PAYER EFT
2025-12-26,EFT20251226000,21.38,PAYER EFT
2025-12-26,EFT20251226005,55.73,PAYER EFT
2025-12-26,EFT20251226006,174.9,PAYER EFT
2025-12-26,EFT20251226013,465.52,PAYER EFT
2025-12-26,EFT20251226018,56.16,PAYER EFT
2025-12-26,EFT20251226019,49.62,PAYER EFT
2025-12-26,EFT20251226025,214.08,PAYER EFT
2025-12-26,EFT20251226032,70.2,PAYER EFT
2025-12-26,EFT20251226034,244.57,PAYER EFT
2025-12-26,EFT20251226035,158.03,PAYER EFT
2025-12-26,EFT20251226036,32.09,PAYER EFT
2025-12-27,EFT20251227002,133.61,PAYER EFT
2025-12-27,EFT20251227010,24.43,PAYER EFT
2025-12-27,EFT20251227011,76.35,PAYER EFT
2025-12-27,EFT20251227016,87.86,PAYER EFT
2025-12-27,EFT20251227019,533.45,PAYER EFT
2025-12-27,EFT20251227020,25.88,PAYER EFT
2025-12-27,EFT20251227021,20.7,PAYER EFT
2025-12-27,EFT20251227024,62.11,PAYER EFT
2025-12-27,EFT20251227032,496.25,PAYER EFT
2025-12-27,EFT20251227037,56.61,PAYER EFT
2025-12-27,EFT20251227039,181.16,PAYER EFT
2025-12-28,EFT20251228001,88.82,PAYER EFT
2025-12-28,EFT20251228005,79.4,PAYER EFT
2025-12-28,EFT20251228006,372.36,PAYER EFT
2025-12-28,EFT20251228007,113.23,PAYER EFT
2025-12-28,EFT20251228008,232.92,PAYER EFT
2025-12-28,EFT20251228012,40.79,PAYER EFT
2025-12-28,EFT20251228018,35.33,PAYER EFT
2025-12-28,EFT20251228019,113.23,PAYER EFT
2025-12-28,EFT20251228021,95.11,PAYER EFT
2025-12-28,EFT20251228022,49.87,PAYER EFT
2025-12-28,EFT20251228025,106.41,PAYER EFT
2025-12-28,EFT20251228028,186.01,PAYER EFT
2025-12-28,EFT20251228034,87.86,PAYER EFT
2025-12-28,EFT20251228035,79.4,PAYER EFT
2025-12-29,EFT20251229011,298.91,PAYER EFT
2025-12-29,EFT20251229018,30.81,PAYER EFT
2025-12-29,EFT20251229019,84.11,PAYER EFT
2025-12-29,EFT20251229020,181.16,PAYER EFT
2025-12-29,EFT20251229021,496.25,PAYER EFT
2025-12-29,EFT20251229024,42.06,PAYER EFT
2025-12-29,EFT20251229028,76.95,PAYER EFT
2025-12-29,EFT20251229029,242.19,PAYER EFT
2025-12-29,EFT20251229033,23.94,PAYER EFT
2025-12-29,EFT20251229034,209.95,PAYER EFT
2025-12-29,EFT20251229035,26.07,PAYER EFT
2025-12-30,EFT20251230003,38.26,PAYER EFT
